name,date_iso,amount_usd_millions,round,category,category_group,sector,lead_investors,other_investors,source,valuation_usd_millions,chains,defillama_id
dtcpay,2023-06-21,16.5,pre-Series A,Payments,DeFi & CeFi,Digital payments platform,Kwee Liong Tek,,https://twitter.com/readtheedge_sg/status/1671424355614720000,,,
Captain Tsubasa: Rivals,2025-03-10,5.0,,Gaming,"NFT, Gaming & Metaverse","""Captain Tsubasa: Rivals"" is a mobile game based on the popular Japanese manga and anime series ""Captain Tsubasa,""",X&KSK,,https://x.com/TsubasaRVonTG/status/1898933643961389231,,,
Entangle,2024-03-22,,Strategic,Infrastructure,Web3 Infrastructure & Tools,Customizable & Interoperable Data Infrastructure Built for Institutions and Web3,Consensys,,https://x.com/Entanglefi/status/1769725452279824598,,,
Mythical Games,2018-06-04,1.0,Seed,Gaming,"NFT, Gaming & Metaverse",Mythical Games is a video game engine for player-owned economies.,Struck Crypto,,,,,
Verify,2017-12-21,2.5,ICO,,,"Verify Payments is the first ""killer app"" built on the Verify Reputation protocol.",,,,,,
IO.net,2024-03-05,30.0,Series A,,,decentralized GPU network,Hack VC,"Solana Labs, OKX, MH Ventures, Delphi Digital, Aptos Labs, ArkStream Capital, Animoca Brands, Foresight Ventures, SevenX Ventures, Longhash Ventures, Continue Capital, Anatoly Yakovenko",https://x.com/ionet_official/status/1765065611674374365,1000.0,,
Skolem Technologies,2022-06-09,20.0,Series A,,,,,,https://twitter.com/CoinDesk/status/1534524927843385344,,,
Eclipse,2022-09-27,9.0,Seed,,,Rollup,"Tribe Capital, Tabiya","Infinity Ventures Crypto, Soma Capital, Struck Crypto, CoinList",https://twitter.com/EclipseFND/status/1574798763503263748,,,
Pharos,2024-11-08,8.0,Seed,L1,Base Layers & Scaling,"Pharos is a full-stack parallel blockchain, leading the frontier of hyper-parallelism",,"Hack VC, Lightspeed Faction, SNZ Holding, Hash Global, Dispersion Capital, Generative Ventures, MH Ventures, Chorus One Ventures",https://x.com/pharos_network/status/1854948443418247582,,,
Rádius,2023-06-22,1.7,Pre-Seed,Infrastructure,Web3 Infrastructure & Tools,Trustless Shared Sequencer,Hashed,"Superscrypt, LambdaClass, Crypto.com, Accomplice",https://twitter.com/radius_xyz/status/1671710860270772226,,,
BP-FLAC,2023-11-18,10.0,,AI,"AI, Analytics & Data","BP-FLAC, an AI and blockchain integration pioneer","Amazon, Nvidia",,https://alexablockchain.com/bp-flac-10m-funding/,,,
Dapper Labs,2020-08-06,13.4,Series B,,,Dapper Labs is a consumer-focused flow blockchain product made for fun and games and supports digital collectibles.,,,,,,
Fragcolor,2021-11-23,3.15,ICO,Gaming,"NFT, Gaming & Metaverse",Fragcolor is developing a fully distributed game platform and creation system.,,"Animoca Brands, ArkStream Capital, Athena Ventures, Double Peak Group, DWeb3 Capital, Existential Capital, Gains Associates, ICONIUM, LD Capital, Lemniscap, Momentum 6, Outlier Ventures",,,,
BKN301,2021-07-01,2.13,,CeFi,DeFi & CeFi,BKN301 is a fintech company that provides Banking as a Service in fast growing countries.,Mastercard,,,,,
Blockcap,2021-03-31,38.0,,Mining,Web3 Infrastructure & Tools,Bitcoin Mining,"Off The Chain Capital, Foundry Digital",,https://cointelegraph.com/news/bitcoin-miner-blockcap-closes-75m-investment-led-by-off-the-chain-foundry-digital,,,
Yoello,2020-10-01,1.7,Seed,Infrastructure,Web3 Infrastructure & Tools,Yoello is a payments platform building infrastructure that connects banks and payment networks to merchants consumers.,,,,,,
Stacks,2017-01-05,4.0,Series A,L1,Base Layers & Scaling,"Stacks is an app development company which builds bitcoin app, smart contracts, and digital assets.",,"Compound, DCG, Fantail Ventures, Kal Vepuri, Lux Capital, Naval Ravikant, USV, Version One Ventures, Rising Tide",,,Stacks,chain#stacks
DeFi App,2025-02-13,2.0,Public token sale,DeFi,DeFi & CeFi,a platform aiming to simplify decentralized finance (DeFi) trading,,,https://www.theblock.co/post/340743/defi-app-funding-token-valuation-cobie-echo,100.0,,
Injective Protocol,2021-04-20,10.0,Strategic,DeFi,DeFi & CeFi,cross-chain derivatives trading,,"Pantera Capital, Mark Cuban, BlockTower Capital, Hashed, Cadenza Ventures, CMS, QCP Capital",https://techcrunch.com/2021/04/20/injective-protocol-raises-10m-from-pantera-capital-mark-cuban-for-its-defi-robinhood/,,"Ethereum, Cosmos",349
Heirloom,2022-08-11,8.0,,,,SaaS,"Ripple, Forte",,https://twitter.com/TheBlock__/status/1557336219440267265,,,
Avantis,2025-06-03,8.0,Series A,DeFi,DeFi & CeFi,"Avantis is a decentralized finance (DeFi) platform built on the Base blockchain, designed to serve as a derivatives exchange with a focus on providing leverage trading for a wide range of assets","Pantera Capital, Founders Fund","Salt Fund, Symbolic Capital, Flowdesk",https://x.com/avantisfi/status/1929932559611294023,,Base,4108
Archax,2022-11-08,28.5,Series A,,,"Regulated digital asset exchange, brokerage and custodian",abrdn,"Bitrock Capital, Blockchain Coinvestors, CE Innovation Capital, Keiretsu Capital, Lingfeng Capital, Mathrix AG, SGH CAPITAL, Tezos Foundation",https://twitter.com/archaxex/status/1589954281863778306,,,
Jumbo,2023-01-10,3.5,Strategic Private Sale,DEX,,Decentralized exchange,"Pantera Capital, Huobi Incubator","DWeb3, D21 Ventures, Metaweb, Fundamental Labs, Proximity Labs, Genblock Capital",https://www.prnewswire.com/news-releases/jumbo-raises-3-5m-to-deliver-its-decentralized-exchange-ecosystem-to-the-near-protocol-301717080.html,,Near,1547
QnA3,2024-03-08,,Private,AI,"AI, Analytics & Data",AI-powered Web3 knowledge sharing and search platform,Binance Labs,,https://x.com/BinanceLabs/status/1766011339665821736,,,
Tiiik protocol,2022-02-23,5.2,Seed,,,Wallet,"Jump Capital, Global Founders Capital, FinTech Collective","DACM, B Digital, Decision Tree Capital, Investible, Athena Ventures, Double Peak, Valhalla Capital, Parsiq, Gate.io, NxGen, Waterdrip Capital, Alvin Singh, Bosco Tan, Heslin Kim, Jonty Kelt, Lucas He, Ledger Prime",https://twitter.com/tiiik_money/status/1495534460976177155,,,
POSaBIT,2018-05-30,2.9,,,,POSaBIT is a financial technology company that creates an easy way for consumers to acquire digital currency at the point of sale.,DCG,,,,,
Everscale,2021-04-06,6.0,Series A,L1,Base Layers & Scaling,"Everscale (EVER) is a fast and secure layer-one blockchain that aims to become a decentralized platform for high-performance applications with real-world relevance, such as Stablecoins, CBDCs, DEXes, Bridges, Gaming Platforms and more","Runa Capital, RTP Global",,https://cointelegraph.com/news/ton-labs-raises-6m-in-support-of-free-ton-blockchain,,Everscale,chain#everscale
SharkPay,2017-03-17,13.0,Series A,,,"SharkPay is an innovative, easy-to-use payment gateway that accepts over 20 different methods, including cryptocurrencies like Bitcoin.","Krupy Capital, StartVenture",,,,,
The Sandbox,2020-03-19,2.0,,Metaverse,"NFT, Gaming & Metaverse",The Sandbox develops a decentralized gaming platform that leverages non-fungible tokens and blockchain technology.,,"B Cryptos, Square Enix, True Global Ventures",,,"Ethereum, Polygon",1065
Socket,2022-03-11,5.0,Seed,Infrastructure,Web3 Infrastructure & Tools,interoperability protocol which powers seamless asset & data transfers for apps across blockchains,Framework Ventures,"Wintermute Ventures, Rarible, Coinbase Ventures, Lightspeed Venture Partners, Nascent, Geometry, eGirl Capital, Folius Ventures, Maven 11, 4RC, Archetype, Mark Cuban",https://twitter.com/socketdottech/status/1501935621157568512,,,
InVault CN,2018-07-06,3.02,Angel Round,,,Blockchain-based financial services platform.,Matrix Partners China,,,,,
TENSOCOIN,2018-04-17,16.1,Series A,,,"crypto, cryptocurreny",JSC GDI FUND,,,,,
InfiniFi,2025-02-11,3.0,Pre-Seed,DeFi,DeFi & CeFi,On-Chain Fractional Reserve System,Electric Capital,"New Form Capital, Axiom, Kraynos Capital, Defi Dad, Sam Kazemian, Overkoalified, Amplice, Alan Keegan, Justin Reyes, Billy Welch",https://x.com/infinifilabs/status/1889352518238433601,,,6245
8btc.com,2018-03-02,16.0,Series A,,,8btc.com is a bitcoin forum with live pricing in different countries.,,"Bitmain, Funcity Capital, Puhua Capital, QF Capital",,,,
Aura,2025-03-13,5.5,Seed,AI,"AI, Analytics & Data","Aura is a decentralized platform designed for AI model discovery, validation, and collaboration","Manifold, Selini Capital, Daos Capital",hermeneutic,https://x.com/auraonchain/status/1900203901112000796,,,
Ren,2018-02-12,30.5,ICO,DeFi,DeFi & CeFi,Defi Bridge,"Polychain Capital, FBG Capital","Huobi Ventures, Hyperchain Capital, Signal Ventures",https://www.coindesk.com/markets/2018/02/12/into-the-dark-pool-30-million-ico-could-pave-way-for-huge-crypto-trades/,,"Ethereum, BSC, Avalanche, Fantom, Polygon, Solana",117
Waterfall,2022-10-08,4.0,Seed,NFT,"NFT, Gaming & Metaverse",NFT trading & pricing protocol,"Electric Capital, Pantera Capital",,https://twitter.com/waterfall_mkt/status/1578862302199439360,,,
The Sandbox,2024-06-06,20.0,Strategic,Gaming,"NFT, Gaming & Metaverse","The Sandbox is a virtual gaming world where you can build, own, and monetize your gaming experiences","Kingsway Capital, Animoca Brands","LG Tech Ventures, True Global Ventures",https://www.animocabrands.com/the-sandbox-announces-usd20m-funding-at-usd1b-valuation-cap,1000.0,Ethereum,1065
Diagonal,2022-03-04,2.5,Preseed,,,,,,https://twitter.com/DiagonalFinance/status/1499742888594493453,,,
Mobius,2017-11-21,,Seed,,,"Mobius connects developers, devices, and data streams to the blockchain ecosystem.","Camp One Ventures, George Burke",,,,,
DILL,2024-07-16,,Pre-Seed,Infrastructure,Web3 Infrastructure & Tools,modular network fully compatible with the Danksharding roadmap,Find Satoshi Ventures,"Modular Capital, TN Lee, Santiago Roel Santos, Saku, Victor Ji",https://x.com/dill_xyz_/status/1813181502936826303,,Ethereum,
OnChain Studios,2021-10-25,7.5,Seed,Infrastructure,Web3 Infrastructure & Tools,OnChain Studios is a software company.,,"a16z, CoinFund, Collab+Currency, Dapper Labs, Draper Associates, Sound Ventures, WndrCo",,,,
Coinme,2021-06-16,10.0,,Centralized Exchange,DeFi & CeFi,Coinme is a digital currency exchange on a mission to be the worlds trusted gateway to digital currencies and a better financial future.,DCG,,,,,
Zabo,2020-03-05,2.5,Seed,Infrastructure,Web3 Infrastructure & Tools,Crypto software firm,Moonshots Capital,"Castle Island Ventures, Tezos Foundation, CoinShares, DCG",https://www.coindesk.com/markets/2020/03/05/moonshots-capital-dcg-tezos-back-25m-fundraise-for-crypto-software-provider/,,,
Blockscout,2024-08-07,3.0,Seed,Infrastructure,Web3 Infrastructure & Tools,Open-Source Blockchain Data Exploration Across all EVM Chains,1kx,"Primitive Ventures, Gnosis, Evan Van Ness, Alex Svanevik, Kartik Talwar, Anton Bukov, Stefan George",https://x.com/blockscoutcom/status/1821172993831383262,,"Ethereum, Arbitrum, Optimism, Base",
Zoop,2022-10-27,15.0,Seed,NFT,"NFT, Gaming & Metaverse",Digital collectibles platform,,,https://twitter.com/ThisIsZoop/status/1585623662132183041,,Hedera,
Redlion,2024-03-17,0.97248,ICO,Meme,,$RED - Solana Memecoin Presale,,,https://twitter.com/zachxbt/status/1770138079044485357,,Solana,
Believer,2023-03-07,55.0,Series A,Gaming,"NFT, Gaming & Metaverse",Gaming platform,Lightspeed Venture Partners,a16z,https://twitter.com/TechCrunch/status/1633111360174161920,,,
Betmatch,2018-06-01,4.0,Seed,,,"Betmatch is a betting platform that combines the classic business model, executed in trustless paradigm.",,,,,,
Blue,2023-01-18,3.2,Seed,,,KYC/AML products for DeFi protocols,"Blockchange Ventures, Fenbushi Capital","Dorahacks, Knollwood Investment Advisory, Gate.io, Wave Financial Group",https://twitter.com/CoinDesk/status/1615689276133462017,,Ethereum,
Dogetipbot,2014-11-05,0.5,Seed,,,dogetipbot offers a platform that enables its users to tip for online services which can be redeemed for currencies.,Blackbird Ventures,,,,,
Blockport,2018-01-24,16.11,ICO,,,"Blockport is a social crypto exchange, based on a hybrid-decentralized architecture.",,,,,,
Lync,2024-08-07,1.5,Pre-Seed,L2,Base Layers & Scaling,consumer layer 2 using MOVE Stack,,"Movement Labs, Levitate Labs, SMAPE Capital, Amesten Capital, Aptos Foundation, 8186 Capital, LonghashX, Gabby Dizon, Rushi Manche, Cooper Scanlon, Lai Ho Tin, Bruno Faviero, Arjun Kalsy, Niels Jense de Ruiter, Parth Chaturvedi, Prashant Maurya",https://x.com/Lyncworld/status/1821273549317050875,,,
EOT Protocol,2018-06-07,5.0,Seed,Gaming,"NFT, Gaming & Metaverse",EOT Protocol is a blockchain games company.,,"Cherubic Ventures, Feng Liu, Wei Guo",,,,
dYdX,2021-01-26,10.0,Series B,DeFi,DeFi & CeFi,"dYdX is a leading decentralized exchange offering Perpetual, Margin, & Spot trading, as well as borrow / lend pools on Ethereum.",,"a16z, DeFiance Capital, GSR, Hashed, Polychain Capital, RockTree Capital, Scalar Capital, The Spartan Group, 3AC, Wintermute Trading",,,Ethereum,144
Centrifuge,2024-04-17,15.0,Series A,DeFi,DeFi & CeFi,unchain fund management platform,"ParaFi Capital, Greenfield Capital","Edessa Capital, Scytale, ProtoCap, Bloccelerate, Gnosis, Skynet Trading, Stake Capital, Borderless Capital, IOSG Ventures, Spartan Capital, TRGC, Circle Ventures, RE7Capital, Modular Capital, Wintermute Ventures, Stefan George, Lyuben Belov",https://x.com/centrifuge/status/1780538961468825766,,"Ethereum, Centrifuge, Base, Arbitrum One, Celo",509
Tribes,2023-01-23,3.3,Pre-Seed,,,Web3 social wallet,"Kindred Ventures, South Park Commons, Script Capital",,https://twitter.com/CoinDesk/status/1617533210417668096,,,
Praxis,2022-03-04,15.0,Series A,,,,Paradigm,"Apollo Projects, Alameda Research, Robot Ventures",https://twitter.com/PraxisSociety/status/1499502795011117056,,,
Socket,2023-09-06,5.0,Strategic,Infrastructure,Web3 Infrastructure & Tools,interoperability protocol which powers seamless asset & data transfers for apps across blockchains,"Coinbase Ventures, Framework Ventures",,https://twitter.com/SocketDotTech/status/1699454854329225431,,,
Mina,2020-10-21,10.9,,L1,Base Layers & Scaling,Mina Protocol enables a more secure and private Web3 where users own their data through the deployment of zero knowledge.,"Bixin Ventures, 3AC",,,,,
DAOsquare,2021-03-02,12.0,,,,"DAOSquare is a Web3 incubator that helps startups with token economy solutions, technology innovation, and community operations.",ArkStream Capital,,,,,
Voltage Finance,2021-12-02,3.4,Seed,DeFi,DeFi & CeFi,Voltage is a DeFi hub & non-custodial platform that brings cutting edge financial tools to fingertips.,,"Alpha Sigma Capital, AngelDAO, Blockchain Founders Fund, Collider Ventures, Exnetwork Capital, Genesis Block Ventures, LVT Capital, Metavest, Nakheel Capital, Node Capital, Sheesha Finance, Shima Capital, Spark Capital, TechMeetsTrader, Tectona, TRGC, ZBS CAPITAL",https://cointelegraph.com/press-releases/voltage-finance-closes-34m-private-round-releases-details-of-token-launch,,Fuse,714
CoinDCX,2020-05-25,2.5,Series A,Centralized Exchange,DeFi & CeFi,Indian CEX,Polychain Capital,Coinbase Ventures,https://www.theblock.co/post/66369/coinbase-ventures-polychain-capital-invest-2-5-million-in-indian-crypto-exchange-coindcx,,,
5ire,2021-10-28,21.0,Seed,L1,Base Layers & Scaling,"5ire is a blockchain network that brings sustainability, technology, and Innovation to build the 5th industrial revolution (5IR).",,"Alphabit Fund, Diamond hands, Dreamboat Capital, DuckDAO, Kangaroo Capital, Launchpool, Magnus Capital, Marshland Group, Moonrock Capital, ORACLES INVESTMENT GROUP, Sanctum Global Ventures, X21 Digital",,,,
Stacked,2020-06-30,1.0,Seed,,,Stacked is a smart automated crypto investing platform.,"Alameda Ventures, CoinFund",,,,,
Obol Labs,2025-03-11,3.0,Public token sale,Infrastructure,Web3 Infrastructure & Tools,"Obol is the largest decentralized operator ecosystem, with a mission to enhance the security of PoS L1 chains by replacing traditional validators, which often act as single points of failure, with Distributed Validators",,,https://blog.coinlist.co/obol-token-sale-on-coinlist-oversubscribed-by-40/,,,
Moove Protocol,2023-12-20,,Seed,NFT,"NFT, Gaming & Metaverse","SHARE Protocol, powering the next generation of products and experiences in a multiplayer digital economy",Morningstar Ventures,"ZBS CAPITAL, Alpha Protocol Ventures, Let’s Go Ventures, NxGen, Antiga Capital, Vijay Pravin Maharajan",https://x.com/top7ico/status/1737445790505722328,,Polygon,
Rakurai,2025-03-11,3.0,Seed,DeFi,DeFi & CeFi,Rakurai is an infrastructure project focused on enhancing Solana’s transaction throughput by developing high-performance validator nodes,Anagram,"Colosseum, Slow Ventures, Robot Ventures, Crypto.com Capital, P2P Capital, GlobalStake, Cyber Fund",https://solanafloor.com/news/rakurai-raises-3-m-seed-round-to-accelerate-high-yield-staking-platform,,Solana,
